Text,Language
 Shi a wi hero an wi luv har because “She wrote and spoke these poems and stories and she made us proud of our own traditions.,Jamaican Creole
"Delira: “Pa pale konsa. Se pa byen, non. Deja nou pa gen lespwa.",Haitian Creole
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
lait malolo liklik,Tok Pisin
Adye,Haitian Creole
Jwaye Nowèl,Haitian Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Kuma ku bu nome?,Cape Verdean Creole
Un lenguage nunka ta sufisiente,Papiamento
Sa a bon.,Haitian Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
"Wha gawn bad a maanin, cyaan kum gud a evelin.",Jamaican Creole
Candela!,Papiamento
Yama polis!,Papiamento
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
Èske yo kwè gen lespwa pou yo?,Haitian Creole
Sa a bon.,Haitian Creole
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Mwen renmen ou.,Haitian Creole
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
E ta bon.,Papiamento
Dja N perde nhas amiga,Cape Verdean Creole
Mehora pronto,Papiamento
Olá,Cape Verdean Creole
Ki kote de vye granmoun sa yo chita?,Haitian Creole
"Moses spend forty years leading di people dem through di wilderness, and even though him never reach di Promised Land himself, him set di foundation fi di Hebrew people dem fi years to come.",Jamaican Creole
Algin li ta papia inglés?,Cape Verdean Creole
Ale vou zan!,Haitian Creole
"Oh wate wate wate wate… You know dis ting a appen too offen yunnuh… somebody a seh “yOuR hAnD”. Its not your hand, its yuh han! Nuh pwoil up di culcha!”",Jamaican Creole
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
Ki non w?,Haitian Creole
Bonjou,Haitian Creole
Wha gwan?,Jamaican Creole
"Pur favor, papia digabar",Cape Verdean Creole
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
Un idioma nunka ta sufisiente,Papiamento
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
Nhu ten ki bon.,Cape Verdean Creole
E meneer lo paga pa tur cos,Papiamento
"When she says something like “mi glad fi see yuh bwoi”… “I’m happy to see you, boy” does not capture “Mi glad fi see yuh bwoi”.",Jamaican Creole
Olá,Cape Verdean Creole
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
A pi ta,Haitian Creole
Da-n lisensa,Cape Verdean Creole
Moki bu tchoma?,Cape Verdean Creole
mi orait tasol,Tok Pisin
A pi ta,Haitian Creole
"Nos no tin tempu pa papia, pues nos ta manda mensahe. Nos no tin tempu pa manda mensahe pa hende spesífiko, pues nos ta aktualisá nos status di Facebook. Nos no tin tempu pa skirbi ensayonan, pues nos ta blog.",Papiamento
Bo lo kier baila cumi? ,Papiamento
Patin bianda,Cape Verdean Creole
Mi gaan,Jamaican Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Onè Respè!,Haitian Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
N a wè pi ta,Haitian Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
" wanpela hap bilong wanpela 'cherry treat' we i gat soklet long en. Maski, dispela strateji i wok gut. Tim bilong mi i lus long 53 poin tasol na i no 58.",Tok Pisin
Bònn jounen,Haitian Creole
Pronto recuperacion,Papiamento
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
Nhu ten ki bon.,Cape Verdean Creole
Wha gwan?,Jamaican Creole
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
" Mipela i bihainim tingting bilong yusim sotpela, moa gutpela tok na i no longpela na i no gat bikpela pe, laspela pilai bilong mipela em ",Tok Pisin
" Di colonizers put dung di patwa – dem neva like di patwa at all, an neva seet as respectable. ",Jamaican Creole
Porfabor,Papiamento
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Mekim nem bilong yu i kamap bikpela.,Tok Pisin
Dja N perde nhas amiga,Cape Verdean Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
mi laikim planti plis,Tok Pisin
"Rait bilong mipela oltaim i stat long pilim olsem wanpela dijitel paragraf we i no inap pinis. I no wanpela tait, strongpela paragraf bilong The Sun Also Rises o wanpela naispela, sampela taim-slinking, sampela taim-soaring paragraf bilong",Tok Pisin
"Fram reggae tu dub poetry tu pride in a wi culcha, nationality, and dialek, whole eep a ting bout wi Jamaican culcha wi owe nuff respek to one oman.",Jamaican Creole
"I no long taim i go pinis, mi luksave olsem ol sentens bilong mi i save go het taim mi raitim ol long skrin. Dispela i go long raitim planti samting na tu long raitim ol pas.",Tok Pisin
Ou ka pale dousman souple?,Haitian Creole
Dispela man bai i bekim pe long olgeta samting,Tok Pisin
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Mobeta long ritim olsem Hemingway nogut winim Faulkner nogut.,Tok Pisin
Esta su wela o bisa wela mester,Papiamento
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
"One day, Moses see one of him Hebrew bredda dem get beaten by di Egyptian overseer, and him get so mad him end up killing di overseer.",Jamaican Creole
Li ap mache.,Haitian Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
"Di way shi use di patwa wid pride an bragadoshiousness an di tings in a it like immigration, status, uppitiness, stushness, and folk antics (like di Ashanti trickster spida “Anansi always in a har stories) set up tings fi dub poetry and reggae music fi buss out wid di people. ",Jamaican Creole
Ki jan ou rele?,Haitian Creole
Eske ou vle danse?,Haitian Creole
"Absalom! Absalom!, mi minim wanpela paragraf we i paul, i no stret, na i tantanim, samting olsem namba wan draf bilong Kerouac bilong On the Road - ol i bin pasim wantaim long ol 'bytes' tasol. Na 1 pesen em i gutpela.",Tok Pisin
"Koman ou rele?,Ki jan ou rele?",Haitian Creole
Dat a mi bredda,Jamaican Creole
"When shi come back a yaad shi set up har theatre, den shi guh back a foreign to England and den America where shi nuh tap educate di people dem in a di patwa through folklore and music. ",Jamaican Creole
Olá,Cape Verdean Creole
N bèlantre,Haitian Creole
Shi quick quick luv di patwa as di language of di people betta dan di stush English dem did a teach inna school. Mi mudda explain datMiss Lou did write har first poem at di tenda age of 14 and inna no time shi write har poem dem inna di Gleana.,Jamaican Creole
sori nogut,Tok Pisin
Likkle bit from dat shi get a show call Ring Ding pon di TV. ,Jamaican Creole
Ou konprann?,Haitian Creole
Ta fest ti koku,Cape Verdean Creole
Dis a di best.,Jamaican Creole
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Mwen renmen ou.,Haitian Creole
Im too haad eaize.,Jamaican Creole
Patin bianda,Cape Verdean Creole
Bònn fèt pak,Haitian Creole
Yu save?,Tok Pisin
Yudami!,Papiamento
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
"Pa gen dlo menm menm. Plant ap mouri, bèt ap mouri.",Haitian Creole
sori nogut,Tok Pisin
Consensa,Cape Verdean Creole
N´kré kumi cachupa,Cape Verdean Creole
Adye,Haitian Creole
"Si yo pa travay tè a, sa k ap rive?",Haitian Creole
Likkle bit from dat shi get a show call Ring Ding pon di TV. ,Jamaican Creole
Ochan!,Haitian Creole
E ta bon.,Papiamento
Kuma ku bu nome?,Cape Verdean Creole
"So, one time long long ago, di Hebrew people dem did ah suffer inna Egypt under di Pharaoh. One day, a likkle baby boy named Moses born, but Pharaoh did want to kill all di baby boy dem, so Moses’ madda put him inna basket and float him down di river",Jamaican Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
Boas Festas,Cape Verdean Creole
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
Olá,Cape Verdean Creole
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
Pase yon bònn jounen,Haitian Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Yu save?,Tok Pisin
"Skrebe-l, pur favor",Cape Verdean Creole
"Tout moun fèt lib, egal ego pou diyite kou wè dwa. Nou gen la rezon ak la konsyans epi nou fèt pou nou aji youn ak yon lespri fwatènite.",Haitian Creole
Porfabor,Papiamento
Eske ou vle danse?,Haitian Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Se youn plaisir fè konesans ou!,Haitian Creole
"Fram reggae tu dub poetry tu pride in a wi culcha, nationality, and dialek, whole eep a ting bout wi Jamaican culcha wi owe nuff respek to one oman.",Jamaican Creole
Bonjou,Haitian Creole
Dis was a time when everybody si success an steppin up inna life as talkin like di Queen of England. Miss Lou dared to big up all tings Jamaican.,Jamaican Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Nogat. Mi siutim koronas,Tok Pisin
Kel é seu nome?,Cape Verdean Creole
"Skrebe-l, pur favor",Cape Verdean Creole
kuida mata i kushiná kuminda krioyo.,Papiamento
"Skrebe-l, pur favor",Cape Verdean Creole
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
Nou pral ale.,Haitian Creole
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Yama polis!,Papiamento
Nha nomi e ...,Cape Verdean Creole
"So, one time long long ago, di Hebrew people dem did ah suffer inna Egypt under di Pharaoh. One day, a likkle baby boy named Moses born, but Pharaoh did want to kill all di baby boy dem, so Moses’ madda put him inna basket and float him down di river",Jamaican Creole
"Even doe dem caana wi an wi haffi use di Queen English fi step up ina life, Miss Lou bring pride an dignity to all a wi an mek wi luv wi culcha.",Jamaican Creole
Jwaye Nowèl,Haitian Creole
Kel é seu nome?,Cape Verdean Creole
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Sambai long mipela long taim bilong traim. ,Tok Pisin
Nos ta bai.,Papiamento
Bon pasco di resureccion,Papiamento
Bon dia,Cape Verdean Creole
"Bon, we-olsem laki bai i stap!-i kamap olsem wanpela Japanese Buddhist festival, na i no, olsem mi bin mekim pastaim i tok strong taim em i putim ol 'tiles' long bod ",Tok Pisin
"Absalom! Absalom!, mi minim wanpela paragraf we i paul, i no stret, na i tantanim, samting olsem namba wan draf bilong Kerouac bilong On the Road - ol i bin pasim wantaim long ol 'bytes' tasol. Na 1 pesen em i gutpela.",Tok Pisin
Un lenguage nunka ta sufisiente,Papiamento
Ochan!,Haitian Creole
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
Se youn plaisir fè konesans ou!,Haitian Creole
"Moses grow up inna di palace, but him always know say him a Hebrew",Jamaican Creole
Mwen renmen ou.,Haitian Creole
Olá,Cape Verdean Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Es ta bon.,Cape Verdean Creole
Ki jan ou rele?,Haitian Creole
"Papa Bubu, di Banda Bou, tabata manera un tawela pa mi i el a konta mi mashá kos di pasado. Su mayornan a kont'é di tempu di katibu. Hopi di loke ta skibí aki ta kosnan ku el a konta mi personalmente.",Papiamento
Bo lo kier baila cumi? ,Papiamento
"Si yo pa travay tè a, sa k ap rive?",Haitian Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
" Pon toppa dat, shi study Jamaican folklore an den she learn more bout oral tradition, proverbs, and riddles dat shi big up in har work, chat bout.",Jamaican Creole
Yudami!,Papiamento
"Wanpela wik i go pinis wanpela pren i bin singautim tupela arapela marit long kam kaikai. Bihain, ol i rausim kaikai (tasol i no wain) long tebol bilong wanem samting i kamap olsem wanpela strongpela Scrabbling.",Tok Pisin
kuida mata i kushiná kuminda krioyo.,Papiamento
Felis cumpleaño,Papiamento
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Bònn Ane,Haitian Creole
"Absalom! Absalom!, mi minim wanpela paragraf we i paul, i no stret, na i tantanim, samting olsem namba wan draf bilong Kerouac bilong On the Road - ol i bin pasim wantaim long ol 'bytes' tasol. Na 1 pesen em i gutpela.",Tok Pisin
N´kré kumi cachupa,Cape Verdean Creole
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
Olá,Cape Verdean Creole
Bon dia,Cape Verdean Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Mi irie,Jamaican Creole
Consensa,Cape Verdean Creole
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Es ta bon.,Cape Verdean Creole
Bon pasco,Papiamento
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
Pase yon bònn jounen,Haitian Creole
Nha nomi e ...,Cape Verdean Creole
Felisitasyon!,Haitian Creole
"Well, Jah know, dat basket end up inna di hands of Pharaoh’s daughter, who take pity pon di baby and adopt him",Jamaican Creole
Bon dia,Cape Verdean Creole
Bikpela hamamas blong dispela Krismas go long yu Meri Krismas,Tok Pisin
Nha nomi e ...,Cape Verdean Creole
"Everybody know dat widdout Miss Lou, reggae and di whole a Jamaican music dat wi kno right now wouldn’t be di same.",Jamaican Creole
Nou pral ale.,Haitian Creole
em hamas?,Tok Pisin
Ta un plaser di conocebo,Papiamento
Ol i stap?,Tok Pisin
"When shi come back a yaad shi set up har theatre, den shi guh back a foreign to England and den America where shi nuh tap educate di people dem in a di patwa through folklore and music. ",Jamaican Creole
